article,domain,label
"A multi-view content generation method for three-dimensional (3D) display without depth-reversed area is demonstrated. The viewing zone periodicity of an autostereoscopic display is utilized to eliminate the depth-reversal by adjusting the light field alignment in the 3D light field. The conditions that a multi-view sequence should satisfies to form a depth-reversal-free sequence are given and detailed processes for converting the multi-view sequence into a depth-reversal-free sequence are presented. Experimental results show that the depth-reversed area is well eliminated, and the smooth motion parallax can be achieved when the viewer moves in front of the display within a 60 degrees viewing angle. The number of presented perspectives can be 8 times more than the viewpoint number of the autostereoscopic display with the help of viewing zones integration.
",CS,0
"2,4,6,8,10,12-hexanitro-2,4,6,8,10,12-hexaazaisowurtzitane (CL-20) is a high-energy nitramine explosive with high mechanical sensitivity. 2,4,6-trinitrotoluene (TNT) is insensitive but by no means a high performance explosive. To reveal the significant importance and smart-material functionality of the energetic-energetic co-crystals, the stability, mechanical and explosive properties TNT/CL-20 co-crystal, TNT crystal and CL-20 crystal were studied. Non-hydrogen bonded non-covalent interactions govern the structures of energetic-energetic co-crystals. However, it is very difficult to accurately calculate the non-covalent intermolecular interaction energies. In this paper, the local conformation and the intricate non-covalent interactions were effectively mapped and analyzed from the electron density (rho) and its derivatives. The results show that the two components TNT and CL-20 are connected mainly by nitro-aromatic interactions, and nitro-nitro interactions. The steric interactions in TNT/CL-20 could not be confronted with the attractive interactions. Moreover, the scatter graph of TNT crystal reveals the reason why TNT is brittle. The detailed electrostatic potential analysis predicted that the detonation velocities (D) and impact sensitivity for the compounds both increase in the sequence of CL-20 >TNT/CL-20 co-crystal >TNT. Additionally, TNT/CL-20 co-crystal has better malleability than its pure components. This demonstrates the capacity and the feasibility of realizing explosive smart materials by co-crystallization, even if strong hydrogen bonding schemes are generally lacking in energetic materials.
",Civil,4
"A 0.2 mu m SiGe BiCMOS tuner for digital satellite audio radio applications was realized using a second-zero-IF dual conversion architecture with autonomous RF AGC and channel decoder controlled IF AGC. A single PLL drives both RF and IF mixers, resulting in a smaller die area and lower power dissipation. Providing a baseband I/Q output further reduces receiver's power due to a lower ADC and digital core operating frequency. SDARS tuner performance includes: 5dB noise figure. 55dB image rejection, -96dBm input sensitivity. 100mA current from a 3.3V supply and 12min(2) die area.
",ECE,1
"A fuzzy sets intersection procedure to select the optimum sizes of analog circuits composed of metal-oxidesemiconductor field-effect-transistors (MOSFETs), is presented. The cases of study are voltage followers (VFs) and a current-feedback operational amplifier (CFOA), where the width (W) and length (L) of the MOSFETs are selected from the space of feasible solutions computed by swarm or evolutionary algorithms. The evaluation of three objectives, namely: gain, bandwidth and power consumption; is performed using HSPICE (TM) with standard integrated circuit (IC) technology of 0.35 mu m for the VFs and 180nm for the CFOA. Therefore, the intersection procedure among three fuzzy sets representing ""gain close to unity"", ""high bandwidth"" and ""minimum power consumption"", is presented. The main advantage relies on its usefulness to select feasible W/L sizes automatically but by considering deviation percentages from the desired target specifications. Basically, assigning a threshold to each fuzzy set does it. As a result, the proposed approach selects the best feasible sizes solutions to guarantee and to enhance the performances of the ICs in analog signal processing applications.
",ECE,1
"Ambient Assisted Living (AAL) and Ambient Intelligence (AmI) try to achieve a future where technology surrounds the users and helps them in their daily lives. In this sense, the urgent need of solutions to cover the rapid increase of the elderly population with chronic diseases led to the increase of projects related with AAL and AmI. During the latest years, several projects have been proposed to tackle different medical problems, some building devices and others services. This paper presents iGenda and its evolution, the UserAccess, with the main objective of developing an AAL platform. It features an analysis of the latest developments and points future directions for the work. These projects display the importance of the interoperability of the platforms, demonstrating a case study for AAL development.
",Civil,4
"All attempts of aeroelastic explanations for the torsional instability of suspension bridges have been somehow criticised and none of them is unanimously accepted by the scientific community. We suggest a new nonlinear model for a suspension bridge and we perform numerical experiments with the parameters corresponding to the collapsed Tacoma Narrows Bridge. We show that the thresholds of instability are in line with those observed the day of the collapse. Our analysis enables us to give a new explanation for the torsional instability, only based on the nonlinear behavior of the structure. (C) 2016 Elsevier B.V. All rights reserved.
",Civil,4
"A previous study has demonstrated that Danshui River has almost the highest dissolved inorganic nitrogen (DIN) yield in the world and exports most of the DIN in the form of ammonium unlike the world's large rivers. However, the DIN sources are poorly constrained. In this study, the contributions of major sources in the Taipei metropolitan area to the DIN export in the Danshui River were investigated. It is observed that ammonium is the major DIN species in the downstream reaches, resulting from the ammonium-dominated inputs of the effluents of wastewater treatment plants (WWTP) and rain water pumping stations (RWPS). DIN concentrations in the downstream (urban) reaches are substantially elevated. The upstream tributaries annually discharge similar to 2709 t DIN to the downstream reaches. However, the DIN discharge off the downstream reaches rises to similar to 17,918 t, resulting from the contribution of RWPS-collected water, i.e., similar to 14,632 t, and the effluents of two WWTP, i.e., similar to 577 t. RWPS-collected water inherently contains the contribution of atmospheric deposition, similar to 2937 t DIN. This finding implies that similar to 11,695 t (similar to 66 % of the downstream output) DIN flux off the Danshui River is from urban runoff and can be attributed to human activities in the Taipei metropolitan area. To improve the water quality in the Danshui River, water quality controls in urban runoff are important.
",Civil,4
"A simple and novel predictive duty cycle control strategy for boost PFC converter is proposed. The duty cycle is calculated based on input current, input voltage and output voltage for every cycle. The operating principles and control scheme are analyzed and discussed in detail. Experimental results of a 120 W boost power PFC prototype point out that high power factor and low input current THD are achieved over the entire output power range using proposed control strategy. The results prove to be satisfactory.
",ECE,1
"A trie is one of the data structures for keyword search algorithms and is utilized in natural language processing, reserved words search for compilers and so on. The double-array and LOUDS are efficient representation methods for the trie. The double-array provides fast traversal at time complexity of O(1), but the space usage of the double-array is larger than that of LOUDS. LOUDS is a succinct data structure with bit-string, and its space usage is extremely compact. However, its traversal speed is not so fast. This paper presents a new compression method of the double-array with keeping the retrieval speed. Our new method compresses the double-array by dividing the double-array into blocks and by using linear functions. Experimental results for varied keywords show that our new method reduced space usage of the double-array up to about 44 %, and the retrieval speed of the new method was 9-14 times faster than that of LOUDS. Moreover, the results show that the construction speed of the new method was faster than that of the conventional method for a large keyword set.
",CS,0
"A parallel matheuristic algorithm is presented as a spin-off from the exact Branch-and-Fix Coordination (BFC) algorithm for solving multistage stochastic mixed 0-1 problems. Some steps to guarantee the solution's optimality are relaxed in the BFC algorithm, such that an incomplete backward branching scheme is considered for solving large sized problems. Additionally, a new branching criterion is considered, based on dynamically-guided and stage-wise ordering schemes, such that fewer Twin Node Families are expected to be visited during the execution of the so-called H-DBFC algorithm. The inner parallelization IH-DBFC of the new approach, allows to solve in parallel scenario clusters MIP submodels at different steps of the algorithm. The outer parallel version, OH-DBFC, considers independent paths and allows iterative incumbent solution values exchanges to obtain tighter bounds of the solution value of the original problem. A broad computational experience is reported for assessing the quality of the matheuristic solution for large sized instances. The instances dimensions that are considered are up to two orders of magnitude larger than in some other works that we are aware of. The optimality gap of the H-DBFC solution value versus the one obtained by a state-of-the-art MIP solver is very small, if any. The new approach frequently outperforms it in terms of solution's quality and computing time. A comparison with our Stochastic Dynamic Programming algorithm is also reported. The use of parallel computing provides, on one hand, a perspective for solving very large sized instances and, on the other hand, an expected large reduction in elapsed time. (C) 2016 Elsevier B.V. All rights reserved.
",CS,0
"Al Jabal Al Akhdar, an arid mountain region in northern Oman, has experienced rapid development over the last decades, resulting in the deterioration of water resources. This paper applies the driving force-pressure-state-impact-response (DPSIR) framework as an integrated environmental assessment tool to illustrate the cause-and-effect relationships for sustainable management of water resources in the area. The research aimed to examine social and ecological aspects of mountain water to explore optimal approaches for sustainable use and management. The water resources are affected by increasing drivers of population growth and socio-economic development, through agriculture, tourism, and urbanization, exerting pressures through overconsumption of water, coupled with the exogenous pressure of climate change. The decreased rainfall and increased water demand have resulted in the degradation of water quantity and quality. The declining state of the water resources and reduced area of cultivation have resulted in considerable losses in agricultural income. The Omani government has adopted some responses, including water development projects, acting to reduce pressures as well as to improve the state of water resources. The DPSIR analysis indicates that trade-offs should be made between economic development and the continued supply of water for the agro-ecological system; choices could be in the prioritization of drivers. A dependence on desalinated water will introduce a reliance on a non-renewable external energy supply and is unlikely to ensure water supply at the multi-century timescale of the social-ecological system. In addition, tourism is predominantly based around the disappearing agro-ecosystems which in turn are dependent on the supply of water. Therefore, efforts should be directed towards improving water-use efficiency through installing modern irrigation technology, water conservation methods, use of greywater and treated wastewater, and rainwater harvesting as well as integrated water resources management, and climate change mitigation and adaptation measures.
",Civil,4
"A damage detection methodology is proposed by integrating a nonlinear recursive filter and a non-contact computer vision based algorithm to measure structural dynamic responses. A phase-based optical flow algorithm inspired by the motion magnification technique is used to measure structural displacements, and the unscented Kalman filter is used to predict structural properties such as stiffness and damping coefficients. This non-contact displacement measurement methodology does not require an intensive instrumentation process, does not add any additional mass to the structure which may skew measurements, and can measure more signals compared to traditional methods. This measurement methodology still needs improvement as a tool due to its higher noise level relative to traditional accelerometer and laser vibrometer measurements. In order to detect structural damage using measured displacements from video, an unscented Kalman filter is used to remove noise from the displacement measurement and simultaneously detect damage by identifying the current stiffness and damping coefficient values, given a known mass, which are used to detect damage. To validate the proposed damage detection method state-space equations are derived without external excitation input and experimental tests are carried out. The experimental results show reasonable and accurate predictions of the stiffness and damping properties compared to dynamic analysis calculations. (C) 2016 Elsevier Ltd. All rights reserved.
",CS,0
"Advanced human augmentation provides a human-centred perspective on technology design. It builds upon earlier technological concepts such as ubiquitous computing, wearable computing, augmented-virtual-and mixed realities, autonomous systems and ambient intelligence. This tutorial contemplates advanced human augmentation in the industrial work context, and considers the requirements for a future augmented Superworker and the prerequisites for their advanced augmentation. In this tutorial, it is anticipated that to support the design of new augmenting solutions current human-centred design practices should be reconsidered and enhanced in new directions.
",Civil,4
"Accurate scale estimation and occlusion handling is a challenging problem in visual tracking. Recently, correlation filter-based trackers have shown impressive results in terms of accuracy, robustness, and speed. However, the model is not robust to scale variation and occlusion. In this paper, we address the problems associated with scale variation and occlusion by employing a scale space filter and multi-block scheme based on a kernelized correlation filter (KCF) tracker. Furthermore, we develop a more robust algorithm using an appearance update model that approximates the change of state of occlusion and deformation. In particular, an adaptive update scheme is presented to make each process robust. The experimental results demonstrate that the proposed method outperformed 29 state-of-the-art trackers on 100 challenging sequences. Specifically, the results obtained with the proposed scheme were improved by 8% and 18% compared to those of the KCF tracker for 49 occlusion and 64 scale variation sequences, respectively. Therefore, the proposed tracker can be a robust and useful tool for object tracking when occlusion and scale variation are involved.
",CS,0
"Analysts prototyping trading strategies often reuse previously computed values: both full problems and subproblems. Avoiding recomputing these would increase productivity. We built a memoization library that caches function computations to files to avoid recomputation. This should minimize the need for users to think about whether caching is appropriate while giving them control over speed, accuracy, and space usage. Guo and Engler built an automatic memoization library by modifying the Python interpreter, while jug and joblib are distributed computing libraries that do memoization. Our library attempts to maintain the ease of use of these libraries while offering a higher degree of control of how caching is carried out. It allows control of space usage for individual functions and all memoization, refreshing memoization for a specific function, and accuracy checking, and uses faster hashing and provides a divide and conquer approach to reuse previously computed subproblems. We show that for Markowitz optimization, Fama-French, and the singular value decomposition, memoization using our library greatly speeds up recomputation, often by over 99% versus no memoization and over 80% versus joblib. We also show how a divide-and-conquer memoization approach can give large speedups for sorting. Published 2015. This article is a U.S. Government work and is in the public domain in the USA.
",CS,0
"Aiming at solving the problems on dynamic occlusion of complete denture in the field of dental restoration, this paper presents a computerized system from the viewpoint of integration of related disciplines. Firstly the displacement matrix of mandibular movement on Hanau articulator is established by means of the method of the direction cosine matrix in spatial mechanism. Secondly by programming in Matlab 6.5 (a language for technical computing), VC6.0 ++ and VTK (Visualization ToolKit), and adopting these techniques such as laser scanning, computer graphics, and computer database, a 3D digitized model of the denture has been reconstructed; And then the 3D coordinate data of mark points are measured. On basis of this digitized model, the computerized simulation system of occlusal contacts for complete denture is developed. With the aid of this system, the dynamic occlusive procedure of the complete denture mounted on Hanau articulator is clearly observed at any required angle and location of views, in addition, the posit ions of the occlusal contacts is obtained. Therefore this study is helpful to research on the dynamic occlusion of complete denture and improve dental restorative procedures.
",CS,0
"A 5-bit digital controlled switch-type passive phase shifter realised in a 40 nm digital CMOS technology without ultra-thick metals for the 60 GHz Industrial, Scientific and Medical (ISM) band is presented. A patterned shielding with electromagnetic bandgap structure and a stacked metals method to increase the on-chip inductor quality factor are proposed. To reduce the insertion loss from the transistors, the transistor switches are implemented with a body-source connection. For all 32 states, the minimum phase error is 1.5 degrees, and the maximum phase error is 6.8 degrees. The measured insertion loss is -20.9 +/- 1 dB including pad loss at 60 GHz and the return loss is >10 dB over 57-64 GHz. The total chip size is 0.24 mm(2) with 0 mW DC power consumption.
",ECE,1
"Apache Hadoop is a widely used distributed computing framework and its file system is Hadoop Distributed File System (HDFS), which assumes that DataNodes in a system are homogeneous in nature. When a cloud system scales up, DataNodes are very likely to become heterogeneous. Thus, extensive research has been placed on improving performance for heterogeneous Hadoop systems, but little attention has been placed on security improvements. This motivates us to investigate a data allocation scheme called the Secure HDFS (SecHDFS) by integrating the secret sharing technique to improve storage security in a heterogeneous Hadoop system. DataNodes in a Hadoop system are classified into a variety of different types of groups based on their vulnerability characteristics. SecHDFS addresses the increased risk issue caused by data replication in HDFS by allocating fragments of a file to as many different types of DataNodes as possible and multiple replicas of the same fragment to DataNodes of the same type. A storage assurance model is developed to evaluate the quality of security offered by SecHDFS. Analysis of the assurance model and performance evaluation experiments show that SecHDFS does not impact the performance of the Hadoop system that much in comparison with the default HDFS, while significantly improving data assurance in a heterogeneous environment.
",CS,0
"A microstrip shunt open-stub overlapping a shorted slotline is presented and used to design a novel wideband dispersive delay line. The inherent periodic transmission zeros due to the resonances of an open-stub and a shorted slotline can be removed by using the complementary configuration. Moreover, the phase response of the complementary stub is frequency dependant which is used to design a dispersive delay line. The group delay profile of the complementary stub is smooth and continuous while at the same time maintaining a flat magnitude response over an ultra-wide bandwidth. Several units can be cascaded to obtain a desired group delay profile. This configuration can be used in analog signal processing or to reduce the signal distortion from other wideband components.
",ECE,1
"Anomaly detection in a large area using hyperspectral imaging is an important application in real-time remote sensing. Anomaly detectors based on subspace models are suitable for such an anomaly and usually assume the main background subspace and its dimensions are known. These detectors can detect the anomaly for a range of values of the dimension of the subspace. The objective of this paper is to develop an anomaly detector that extends this range of values by assuming main background subspace with an unknown user-specified dimension and by imposing covariance of error to be a diagonal matrix. A pixel from the image is modeled as the sum of a linear combination of the unknown main background subspace and an unknown error. By having more unknown quantities, there are more degrees of freedom to find a better way to fit data to the model. By having a diagonal matrix for the covariance of the error, the error components become uncorrelated. The coefficients of the linear combination are unknown, but are solved by using a maximum likelihood estimation. Experimental results using real hyperspectral images show that the anomaly detector can detect the anomaly for a significantly larger range of values for the dimension of the subspace than conventional anomaly detectors.
",Civil,4
"Ambient intelligence (Aml) worlds consist of heterogeneous collections of interconnected devices that integrate smoothly in the environment to offer services to their users. These devices can be added, change or fail, modifying the system topology. Also, other circumstances may change, affecting users' activities, e.g., time, location, or the presence of other users. These changes modify the information the system has available to satisfy users' needs, i.e., the context. Aml systems need to adapt to these evolving conditions in order to be able to provide their services, but being as unobtrusive as possible for their users. There are also performance requirements that the system must fulfill to provide responses to environment stimuli in real time. Opportunistic control mechanisms address these issues by monitoring the context, and suspending or resolving goals when the appropriate conditions are met. This paper presents FAERIE, a software framework that supports the development of Aml applications with facilities for context management that rely on opportunistic control. The development of FAERIE systems uses a 3D simulator tool for testing and validation called UbikSim. A case study on an artistic installation illustrates the use of this infrastructure. (C) 2013 Elsevier Ltd. All rights reserved.
",Civil,4
"A new method is implemented in designing of self-oscillating loop for driving piezoelectric transformers. The implemented method is based on combining both analog and digital control systems. Digitized delay, or digitized phase shift through the self-oscillating loop results in a very precise frequency control and ensures an optimum operation of the piezoelectric transformer in terms of voltage gain and efficiency. In this work, additional time delay is implemented digitally for the first time through 16 bit digital-to-analog converter to the self-oscillating loop. Delay control setpoints updates at a rate of 417 kHz. This allows the control loop to dynamically follow frequency changes of the transformer in each resonant cycle. The operation principle behind self-oscillating is discussed in this paper. Moreover, experimental results are reported.
",ECE,1
"Analysis of multitemporal remote sensing imagery offers a reliable and cost-effective means for monitoring crops on a broad-scale and provides consistent temporal measurements. Fractal geometry has been used as a quantitative description of spatial complexity of remote sensing images. Yet, corn field of spatial irregularity alters the fractal dimension of the landscape, which shall be suppressed in the estimation. In this paper, we propose a method for computing fractal dimension from irregular region of interests that minimizes the contribution from 2-D spatial irregularity. Our method was evaluated with normalized difference vegetation index products derived from moderate resolution imaging spectroradiometer and satellite pour l'observation de la terre VEGETATION sensors from three states in the U.S. The experimental results using the time series demonstrated that our proposed fractal dimension estimation method exhibited great consistency and invariance to the change of image spectral characteristics, spatial resolution, and the degree of pixel mixing. In contrast to entropy and variance, the spectral characteristics of different imaging devices exhibited lower impact to the fractal dimension, which also implies its scale invariance. With respect to the detection rate of the first peak, fractal dimension achieved the best consistency. The proposed method for computing fractal dimension provides a critical and reliable measure for studying phenological patterns.
",Civil,4
"A series of neurological and psychiatric symptoms occur after traumatic brain injury (TBI), with cognitive dysfunction being one of the most prominent sequela. Given that tau hyperphosphorylation is an important cause of cognitive impairment in patients of Alzheimer's disease, our present study detected the presence of hyperphosphorylated tau (p-tau), mainly at Ser404, in multiple brain regions, including the ipsilateral parietal cortex, contralateral hippocampus and prefrontal cortex, immediately after the injury in a mouse TBI model; these changes lasted for at least 4w. All of these brain regions play important roles in working memory. Hyperphosphorylated tau protein was primarily located in neurons and was accompanied by axonal injury and dendritic spine degeneration. Our study demonstrated that p-tau spreads gradually and selectively from the injured cortex to other brain regions after TBI and that all of the affected regions are part of the working memory circuit. These findings provide experimental support for the role of p-tau in cognitive impairment in the early phase after TBI. (C) 2017 Elsevier B.V. All rights reserved.
",Medical,5
"A graphene based ink for printing passive electrical components (conductive traces, resistors, capacitors, inductors) and circuitry on mechanically flexible polymer substrates is described in this paper. The ink is synthesized by using carboxymethyl cellulose (CMC), a hydrophilic cellulose derivative, to suspend the naturally hydrophobic graphene (G) sheets in an aqueous solvent composed of 70% DI water and 30% 2-butoxyethanol. Once deposited on the functionalized substrate the conductivity of the printed electrical components can be optimized by decomposing the cellulose stabilizer using thermal reduction. Several printed passive electrical circuits are fabricated and tested including an interdigitated capacitive chemical sensor and a low-pass electrical filter. The measured characteristics of the printed circuits are compared with theoretical values for performance validation. Mechanical bending tests were also performed to demonstrate that the thermally modified G-CMC films can absorb large levels of strain without fracturing or degrading the electrical properties.
",ECE,1
"A heuristic procedure based on novel recursive formulation of sinusoid (RFS) and on regression with predictive least-squares (LS) enables to decompose both uniformly and nonuniformly sampled 1-d signals into a sparse set of sinusoids (SSS). An optimal SSS is found by Levenberg-Marquardt (LM) optimization of RFS parameters of near-optimal sinusoids combined with common criteria for the estimation of the number of sinusoids embedded in noise. The procedure estimates both the cardinality and the parameters of SSS. The proposed algorithm enables to identify the RFS parameters of a sinusoid from a data sequence containing only a fraction of its cycle. In extreme cases when the frequency of a sinusoid approaches zero the algorithm is able to detect a linear trend in data. Also, an irregular sampling pattern enables the algorithm to correctly reconstruct the under-sampled sinusoid. Parsimonious nature of the obtaining models opens the possibilities of using the proposed method in machine learning and in expert and intelligent systems needing analysis and simple representation of 1-d signals. The properties of the proposed algorithm are evaluated on examples of irregularly sampled artificial signals in noise and are compared with high accuracy frequency estimation algorithms based on linear prediction (LP) approach, particularly with respect to Cramer-Rao Bound (CRB). (C) 2016 Elsevier Ltd. All rights reserved.
",CS,0
"3D segmentation methods and their evaluation are important problems in computer graphics. Many 3D segmentation techniques are available in the literature, how to efficiently evaluate these methods is an important issue. In this paper we propose a new objective evaluation metric suitable for the evaluation of 3D segmentation methods, based on the Dice Coefficient (DC). Dice Coefficient is a similarity coefficient, designed to compute the degree of similarity between sample data sets. We extend this approach to mesh segmentation evaluation, since the regions of a segmented mesh can be seen as sample data sets. Many of the existing metrics does not take into consideration the irregularity of the 3D meshes, our proposal integrate the surface of faces in the adaptation of the Dice Coefficient to evaluate the segmentation of both regular and irregular meshes. Experimental results confirm the potential of the proposed metric.
",CS,0
"As a main bearing structure of suspension bridges, the stability of anchorage foundation is very important. For the north-anchor foundation of the Run Yang Bridge, the stabilities against sliding and overturning are analyzed from the computation results of three-dimension finite element simulation models. The effect of soil resistance before and behind the pit on the stabilities is analyzed. Suppose the values of overload cable tension increase proportionally and by studying changes of the deformation and stress of anchor foundation, the basement resistance and the foundation stabilities against sliding and overturning with different overload coefficients, overload safety is obtained for anchor foundation. Based on the numerical computational results of the stability and overload analysis, some beneficial results are obtained for the stability analysis of anchorage foundation of suspension bridge.
",Civil,4
"Although probabilistic risk analysis methods have been available to engineering and construction practitioners for decades, their use is not pervasive in industry today. To determine why their use is not more prevalent, the research team conducted in-depth interviews and administered survey questionnaires. The analysis of these data identified the benefits and barriers of employing probabilistic risk analysis. Engineering managers can implement more formal project risk management approaches by exploiting the benefits and training employees, adopting processes and procedures for risk management, and regularly communicating the results of probabilistic analysis with project stakeholders.
",Civil,4
"A framework is presented for investigating antenna coupling in arbitrary environments by way of antenna and environment scattering parameter matrices. The environment scattering parameter matrices are bona fide scattering parameters that describe the environment when all radiation ports are terminated with nonreflecting loads. Simplification of the antenna coupling equations leads to a second formulation that is compatible with classically-defined antenna scattering parameter matrices. A third formulation, based on an auxiliary set of matrices describing the environment's scattering when all unexcited radiation ports are open-circuited, extends the coupling formulation used in spherical near-field antenna measurements to arbitrary environments.
",ECE,1
"Analytic two-dark soliton solutions for a variable-coefficient nonlinear Schrodinger equation are obtained via modified Hirota method. Parallel solitons are observed and soliton control such as the soliton compression is realized with different group velocity dispersion profiles. Besides, soliton interactions are investigated with the interaction distance being adjusted. In addition, soliton repulsive structures as well as attractive ones are obtained with exponential dispersion profile. Results in our research may be useful for the soliton control in inhomogeneous optical fibers, which will be a benefit to the realistic optical communication systems. (C) 2016 Elsevier Ltd. All rights reserved.
",CS,0
"A sparse wireless sensor network for forest fire detection is considered. It is assumed that two types of malicious nodes can exist in this network. The malicious behaviors are assumed to be concealed through some statistical behavior. A lightweight centralized trust-based model is proposed to detect malicious or misbehaving nodes. We assume that all nodes contribute to this process through the gathering of statistical data related to communication with their neighbors. These data are periodically sent to a base station, where all trust functions are executed. A simulation model is built to evaluate system performance, and the results show that the proposed model is efficient in detecting all types of considered malicious nodes.
",CS,0
"A recursive smoothing filter employing a bank of fading-memory polynomial sub-filters is presented. Variance estimates are used to mix the outputs of the sub-filters, imparting variable gain and phase characteristics that permit it to automatically adapt to signal parameter changes. The proposed adaptive technique does not involve the estimation of plant parameters; therefore, it may be used in both open-loop and closed-loop configurations. In open-loop estimation problems, variable gain/bandwidth allows it to reduce the impact of random errors caused by sensor noise and the impact of bias errors caused by model mismatch during ` maneuvers'. In feedback control problems, variable phase/delay allows it to act as a lag filter for an improved steady-state response (i.e. greater noise attenuation) and act as a lead filter, or a proportionalderivative controller, for an improved transient response (i.e. increased closed-loop damping) for input discontinuities. Copyright (C) 2015 John Wiley & Sons, Ltd.
",ECE,1
"According to dichromatic reflection model, the previous methods of specular reflection separation in image processing often separate specular reflection from a single image using patch-based priors. Due to lack of global information, these methods often cannot completely separate the specular component of an image and are incline to degrade image textures. In this paper, we derive a global color-lines constraint from dichromatic reflection model to effectively recover specular and diffuse reflection. Our key observation is from that each image pixel lies along a color line in normalized RGB space and the different color lines representing distinct diffuse chromaticities intersect at one point, namely, the illumination chromaticity. For pixels along the same color line, they spread over the entire image and their distances to the illumination chromaticity reflect the amount of specular reflection components. With global (non-local) information from these color lines, our method can effectively separate specular and diffuse reflection components in a pixelwise way for a single image, and it is suitable for real-time applications. Our experimental results on synthetic and real images show that our method performs better than the state-of-the-art methods to separate specular reflection.
",CS,0
"A simplified, highly reliable, cost effective high temperature (RT-1373 K) vertical dilatometer system, based on linear variable differential transformer (LVDT) has been designed, fabricated and tested for measurement of linear thermal dilation of solid samples. Unique features of this fully automated PC-controlled system are: simple design, fabrication from locally available components, ease of operation and maintenance, good temperature resolution (1 K), wide measurement range (+/- 1 mm, with 100 nm resolution), microcontroller-based data acquisition hardware and a simple windows-based software. The system has been tested for its performance using NIST sapphire reference and high purity metals including aluminum and nickel. Overall accuracy of the system for measurement of linear thermal dilation is within 3% of the reported values for NIST sapphire. The system is a good example of a simple experimental facility for routine thermal expansion characterization of solids. Combination of simplified design, automation and reliable performance without using sophisticated instrumentation/control systems makes it a novel cost effective thermo-analytical equipment, which can be put to widespread routine usage for researchers, academy and small/medium-scale industries. (C) 2016 Elsevier Ltd. All rights reserved.
",ECE,1
"Ambient Assisted Working (AAW) is a discipline aiming to provide comfort and safety in the workplace through customization and technology. Workers' comfort may be compromised in many labor situations, including those depending on environmental conditions, like extremely hot weather conduces to heat stress. Occupational heat stress (OHS) happens when a worker is in an uninterrupted physical activity and in a hot environment. OHS can produce strain on the body, which leads to discomfort and eventually to heat illness and even death. Related ISO standards contain methods to estimate OHS and to ensure the safety and health of workers, but they are subjective, impersonal, performed a posteriori and even invasive. This paper focuses on the design and development of real-time personalized monitoring for a more effective and objective estimation of OHS, taking into account the individual user profile, fusing data from environmental and unobtrusive body sensors. Formulas employed in this work were taken from different domains and joined in the method that we propose. It is based on calculations that enable continuous surveillance of physical activity performance in a comfortable and healthy manner. In this proposal, we found that OHS can be estimated by satisfying the following criteria: objective, personalized, in situ, in real time, just in time and in an unobtrusive way. This enables timely notice for workers to make decisions based on objective information to control OHS.
",Civil,4
"A multidisciplinary research project series has sought to identify and better understand multiple hygienic-microbiological and chemical contaminations from both point sources and diffuse pollution to contribute to the improvement in surface water quality. In the catchment area of the river Swist (Germany), municipal sewage treatment plants were investigated, followed by event-based investigation of combined sewer overflows, rainwater retention basins and diffuse pollution by surface and subsurface run-off as well as drain pipes. Recently, retention soil filters installed between stormwater storage basins and receiving surface waters in order to provide further treatment of combined sewer overflows were investigated. Geographical information system analysis helped to examine the data in their temporal and spatial dimensions. A model for calculating microbial and chemical loads within a catchment area was developed (""Swistbox"") which provides an efficient tool for risk assessment. Nearly two decades of investigation has demonstrated that several elements of the landscape's water balance account for surface water pollution from both diffuse and point sources. Depending on land cover characteristics, wastewater technology and the proportion of wastewater as compared to total river water flow, a source can vary in its importance for the catchment area. The findings can be applied for sustainable and health-sensitive catchment management in relation to recreational or agricultural water use as well as ecological aspects.
",Civil,4
"Among the population of known Galactic black hole X-ray binaries, GRS 1915+105 stands out in multiple ways. It has been in continuous outburst since 1992, and has shown a wide range of different states that can be distinguished by their timing and spectral properties. These states, also observed in IGR J17091-3624, have in the past been linked to accretion dynamics. Here, we present the first comprehensive study into the long-term evolution of GRS 1915+105, using the entire data set observed with Rossi X-ray Timing Explorer over its 16-yr lifetime. We develop a set of descriptive features allowing for automatic separation of states, and show that supervised machine learning in the form of logistic regression and random forests can be used to efficiently classify the entire data set. For the first time, we explore the duty cycle and time evolution of states over the entire 16-yr time span, and find that the temporal distribution of states has likely changed over the span of the observations. We connect the machine classification with physical interpretations of the phenomenology in terms of chaotic and stochastic processes.
",CS,0
"A novel reconfigurable lowpass-polyphase biquad filter based on MFB structure is proposed in this paper. In this biquad, only one op-amp is adopted which improves the matching and reduces the power consumption. And its transmission function is synthesized by the complex signal flow graph. Then a 3rd order filter used in Zigbee transceiver is implemented to illustrate the technique, which is realized in 0.13 mu m CMOS technology. To avoid the variation of resistance and capacitance, an on-chip tuning scheme is integrated. The test results show that when in polyphase mode, it is centered at 2 MHz with 3 MHz bandwidth and the image rejection is about 23 dB with the voltage gain of 12 dB. When in lowpass mode, the cut-off frequency is 1.5 MHz, and the DC gain is 12 dB. The in-band 3rd order input intercept point (IIP3) is 9 dBm in polyphase mode and 13 dBm in lowpass mode. Attractively, the filter only consumes 2.3 mA with a 1.2 V power supply, and occupies an area of 0.26 mm(2).
",ECE,1
